Instance: Direction_Num_16_ID_12_R_4
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 500.7486451000814
Runtime: 132.37199997901917
Gap: 0
Path: 
50.0 50.0
38.9268 64.9496
48.5671 80.4019
39.8534 81.0033
25.2295 72.5309
11.4777 91.6979
20.8804 100.2334
30.9402 80.7892
16.3241 53.8495
17.8415 27.9372
33.6807 36.5685
46.3 31.6916
43.0124 22.6022
55.4358 8.2995
65.7074 20.9222
74.3374 34.4373
85.1839 43.9915
85.1842 43.9918
98.4695 54.6381
104.8232 56.0888
96.7101 50.4124
95.5718 54.3286
100.978 64.8646
103.2302 69.2521
118.8474 96.168
106.0686 104.1712
86.3354 87.2435
98.3543 89.9341
88.1094 76.7185
83.6937 71.0238
75.57 60.542
71.5263 70.56
59.9043 59.4604
50.0 50.0
