Instance: Direction_Num_16_ID_6_R_4
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 573.1429255462743
Runtime: 48.770999908447266
Gap: 0
Path: 
50.0 50.0
76.344 17.4833
92.7385 25.3663
93.8274 23.5648
106.5771 32.1024
105.9893 28.2122
83.2876 3.9041
83.3397 3.996
93.0808 21.2024
88.7031 26.2027
60.0786 9.5739
17.9676 13.2484
22.9654 25.3733
21.211 55.518
43.8486 79.5882
43.9011 79.644
23.371 52.0579
23.2665 50.1276
38.1241 65.5552
38.7702 66.226
61.6976 90.0217
72.0797 80.4447
86.4146 89.6339
93.9377 78.9988
103.9164 91.7414
102.2822 94.8507
112.6593 109.7386
92.058 117.9191
74.088 97.623
76.4667 96.2513
59.3042 67.8261
59.7346 62.5955
50.5391 50.6972
50.0 50.0
