Instance: Direction_Num_12_ID_3_R_4
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 471.35626232810586
Runtime: 44.26099991798401
Gap: 0
Path: 
50.0 50.0
6.0012 80.4133
18.1234 97.3054
6.813 96.6695
15.1083 102.4064
36.7626 94.8602
52.3664 105.0829
51.1646 96.5674
41.8683 81.8194
71.8774 68.43
93.9258 82.2765
97.8139 83.3347
112.3962 90.4316
114.7834 37.4415
102.4157 18.6418
101.8726 17.8175
113.8379 28.6745
112.8747 27.9128
96.8314 15.2472
76.3265 10.5505
86.4527 27.4632
84.5077 30.2345
93.7395 45.3983
90.6497 47.5208
71.044 35.1787
50.0 50.0
