Instance: Direction_Num_16_ID_3_R_2
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 697.7393487402289
Runtime: 25.633000135421753
Gap: 0
Path: 
50.0 50.0
40.2501 35.3791
64.4436 61.4582
73.8088 71.5521
97.8865 96.9163
89.9125 98.4309
68.2207 83.8251
42.5216 106.9804
15.9526 80.9576
7.7244 87.5697
26.4618 107.9351
24.9478 104.6422
6.7496 77.7838
4.7118 65.0149
25.2775 79.3778
32.0136 78.5139
48.7301 92.0551
53.6349 71.8422
31.5492 49.8478
29.4379 49.8995
12.847 34.4976
27.7156 8.4505
50.9175 26.2188
64.2342 19.5231
91.2965 39.3393
92.7358 31.7669
104.3321 44.7152
100.6772 45.1168
123.1097 73.1786
93.7739 71.7095
83.527 63.0423
89.6454 60.4624
65.652 39.5259
50.0 50.0
