Instance: Direction_Num_16_ID_12_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 439.63827759539566
Runtime: 3600.0999999046326
Gap: 0.03133826234904785
Path: 
50.0 50.0
59.6887 58.3501
71.5064 68.5325
75.3319 62.5719
82.8955 72.0317
86.9597 77.1159
96.5297 89.0872
88.2583 87.8518
106.1426 102.1716
116.9457 95.5358
104.0384 70.8289
101.632 66.2307
96.9822 57.3415
102.6483 56.2989
97.4257 52.2805
97.4257 52.2805
86.8494 42.8578
86.5935 42.6298
75.5492 32.8039
65.6985 21.6678
55.6408 10.2983
44.7649 23.7887
44.9377 30.0369
33.351 34.5604
19.2466 29.42
18.3231 53.6463
29.1118 79.3244
13.4973 92.2988
20.0 98.3845
27.0569 73.9947
40.0357 78.999
47.089 78.9661
40.9192 65.1505
50.0 50.0
