Instance: Direction_Num_16_ID_20_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 513.3348503461407
Runtime: 3223.8289999961853
Gap: 0
Path: 
50.0 50.0
47.5516 53.6024
33.3898 38.9956
45.9667 8.0905
60.6374 14.0779
68.2175 17.1757
93.6493 35.5534
89.2201 14.1121
103.1928 36.1568
101.8818 66.3881
105.4436 76.2864
92.8532 75.9078
102.7431 91.725
103.9885 93.7166
90.3565 84.8233
80.197 98.1156
58.7395 80.0307
59.6193 81.5732
65.3427 91.6138
43.3295 85.8154
25.992 73.9141
23.7179 72.352
35.414 84.7362
25.0491 82.7177
29.5836 91.7633
30.9546 94.4971
10.9354 69.4412
10.7815 69.0242
7.8922 61.209
26.1782 54.91
49.6656 69.7232
58.9845 64.667
54.8588 57.9313
50.0 50.0
