Instance: Direction_Num_16_ID_2_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 474.14355310379966
Runtime: 3600.103999853134
Gap: 0.04954308187844753
Path: 
50.0 50.0
48.3536 49.6192
38.4494 47.3369
35.5744 54.6807
16.8262 46.5526
11.2238 54.5796
19.0289 62.8448
34.83 40.5448
20.5074 20.6685
43.6374 21.2222
57.9421 24.1269
69.1034 19.5411
87.6281 34.9394
82.7928 28.469
99.3277 36.7302
119.5983 26.1613
94.9704 7.927
78.8553 7.2422
86.5738 21.1425
86.5905 21.1724
93.0444 32.8011
88.2798 43.195
88.6205 54.9784
89.3825 81.5615
91.1403 95.6754
87.6479 99.2779
80.5689 88.3834
76.2659 80.3058
68.8352 66.3571
76.2972 65.747
68.6116 56.8582
68.8366 57.6245
48.776 41.3413
50.0 50.0
