Instance: Direction_Num_12_ID_20_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 383.06955857638246
Runtime: 12.118000030517578
Gap: 0
Path: 
50.0 50.0
43.4799 42.9598
23.945 21.8798
6.6295 41.1343
20.04 63.9819
20.4469 64.6747
23.5373 69.939
6.074 78.1677
14.046 83.4625
24.5728 89.0229
36.2409 95.1848
64.0316 83.253
78.7085 96.2839
80.3039 97.7012
85.4415 102.2636
82.3458 96.9963
97.3166 106.9037
97.8053 95.8165
86.4983 75.1325
87.3062 75.7057
92.6573 79.5024
91.8356 61.1991
78.4901 38.3891
85.6198 50.0589
64.1816 35.0598
50.0 50.0
