Instance: Direction_Num_12_ID_14_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 442.5375864172767
Runtime: 20.891000032424927
Gap: 0
Path: 
50.0 50.0
27.2348 71.4472
46.7997 95.9998
47.6604 97.08
65.3695 119.3033
69.5104 94.2509
81.2458 96.9982
108.3475 99.5318
90.9814 76.5996
91.78 68.154
85.8491 54.1326
105.3499 41.7071
89.7511 16.5738
86.2445 10.7314
95.6202 23.2694
87.9853 36.4366
81.0736 32.2448
80.4566 31.8705
57.0592 17.6801
41.3147 22.8001
27.5823 18.1579
23.9476 21.7338
15.797 19.1337
9.3369 35.769
18.1565 42.5166
50.0 50.0
