Instance: Direction_Num_12_ID_4_R_4
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 506.1323034304963
Runtime: 2.065999984741211
Gap: 0
Path: 
50.0 50.0
50.7712 50.6672
63.9343 62.0457
93.821 44.3135
114.8293 66.2027
100.5032 88.6432
123.0087 112.7053
111.5352 106.6777
94.2879 97.62
82.934 103.6416
65.3131 92.9678
53.3825 94.6273
22.7491 76.5998
12.2803 83.0325
34.1673 107.1323
26.4219 88.4535
12.6367 68.2397
30.4416 66.8525
14.7096 46.5863
9.2286 23.2444
4.2518 12.4881
7.4113 12.2675
28.3905 27.9426
47.8208 42.4605
60.7445 52.116
50.0 50.0
