Instance: Direction_Num_16_ID_8_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 498.99378137785266
Runtime: 342.1390001773834
Gap: 0
Path: 
50.0 50.0
60.9606 28.9925
51.8067 12.5659
51.2469 11.5613
64.7072 24.351
67.8752 27.3619
82.2978 41.0643
88.2777 26.3865
104.5341 44.8851
98.0209 71.7457
111.5533 98.6208
112.0434 110.1636
94.6616 97.7338
90.8138 110.7494
75.5138 95.2135
65.5449 85.0909
49.1702 68.4637
31.2573 71.7935
24.6253 71.4652
23.0181 81.6774
15.4456 70.6249
13.3999 64.6009
10.4431 55.8895
24.0466 44.8949
22.1862 35.1338
28.7823 17.9424
33.4671 22.8398
33.6907 23.0736
15.133 8.4222
21.0933 15.8252
36.2681 34.6695
36.2682 34.6695
54.0164 55.4011
50.0 50.0
