Instance: Direction_Num_12_ID_17_R_2
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 496.48893834304664
Runtime: 16.049000024795532
Gap: 0
Path: 
50.0 50.0
9.073 35.2604
19.8997 48.0388
28.1997 57.8299
47.4251 80.1005
45.9966 65.0745
60.1267 81.0432
50.9951 95.5697
65.9902 113.3125
78.9563 106.959
68.4918 92.889
75.2256 88.8544
65.3459 75.9422
86.9893 66.5229
101.9073 78.3744
108.7939 78.0001
99.8216 64.3967
96.6901 51.7953
90.2917 40.3399
96.3971 38.7144
74.8754 12.3628
86.0707 5.1551
108.3215 24.3265
105.7818 40.1785
87.3187 23.9769
50.0 50.0
