Instance: Direction_Num_16_ID_5_R_4
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 616.1032434429762
Runtime: 779.8029999732971
Gap: 0
Path: 
50.0 50.0
51.575 51.2911
68.5082 65.1456
65.2868 61.4497
75.6342 70.1177
89.0513 48.8966
96.8633 55.207
98.4909 56.5232
119.9258 73.8262
118.9676 62.5122
102.2298 39.9159
114.1218 30.883
92.2122 8.1788
64.5703 22.691
51.9178 15.3051
48.5316 18.9932
54.0111 29.9269
46.6801 34.6628
35.5983 24.6883
25.7179 15.7943
13.7054 4.9819
6.6057 85.4122
22.5821 108.3548
22.7137 117.2859
7.5428 97.1507
17.3053 88.2262
38.3237 104.2662
38.4499 90.3014
59.5606 107.099
63.5928 106.7426
52.4175 96.4648
52.1381 96.453
29.1684 70.7544
50.0 50.0
