Instance: Direction_Num_12_ID_19_R_2
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 598.3265945258406
Runtime: 3.6620001792907715
Gap: 0
Path: 
50.0 50.0
29.4614 53.2091
19.5234 42.609
22.8104 34.1253
1.4779 6.4091
11.3544 15.0778
31.3259 32.6033
28.0474 13.2377
53.708 34.0908
72.2382 26.4008
94.8837 41.4202
105.0427 34.2951
88.5212 15.9607
82.3037 36.9107
100.0799 59.3367
102.4923 62.3794
79.7871 45.08
64.2421 57.0974
88.5415 83.9824
82.3235 97.1393
96.1071 117.1941
56.87 120.0628
30.0008 93.5897
29.7154 91.7324
49.1049 109.3648
50.0 50.0
