Instance: Direction_Num_12_ID_16_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 445.1000406659449
Runtime: 26.57200002670288
Gap: 0
Path: 
50.0 50.0
52.3363 42.543
79.421 58.645
81.7763 60.0469
63.8643 37.355
67.098 31.1733
83.1961 37.8961
96.2322 24.3058
117.9565 41.4613
115.0605 39.3824
93.4435 23.8823
74.4083 23.6844
53.2374 13.9917
33.7214 18.6577
17.603 10.6853
15.9979 75.804
32.6609 104.1329
34.7243 107.6362
26.7295 96.6957
35.9711 86.7542
43.6445 88.0658
47.5817 88.7399
56.7611 90.3628
59.7059 83.8538
54.7257 66.4829
50.0 50.0
