Instance: Direction_Num_12_ID_7_R_2
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 502.60708133876386
Runtime: 2.6649999618530273
Gap: 0
Path: 
50.0 50.0
29.156 66.2578
17.9675 53.8097
20.3786 46.5084
7.9706 33.4794
15.2204 52.2446
28.656 69.4944
40.5543 91.4709
58.1969 113.3154
53.8605 107.6034
45.2955 96.3209
84.6565 88.9982
110.8462 110.2885
120.9219 98.4264
97.0386 74.7809
111.415 81.8725
92.5607 64.248
96.4591 66.2946
80.3631 50.1978
80.5218 39.0097
67.4106 25.5383
63.2803 42.805
86.3944 68.9091
85.4224 68.1691
61.4852 49.9466
50.0 50.0
