Instance: Direction_Num_12_ID_12_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 403.9090506705247
Runtime: 3.939000129699707
Gap: 0
Path: 
50.0 50.0
43.7476 48.263
31.5246 44.8696
21.2287 49.6639
37.6889 71.6614
23.9691 82.0455
38.8647 94.1692
54.6592 97.9266
82.8261 111.4149
83.3764 111.6782
66.2449 88.7085
63.6837 85.2712
86.2154 101.4011
95.8145 93.953
82.1521 75.6522
83.7029 78.4632
70.5083 57.8242
95.5815 27.6741
88.6499 22.1592
82.7798 25.7762
61.3376 16.577
36.8036 17.8745
43.92 31.9159
44.001 32.0756
49.6427 43.2066
50.0 50.0
