Instance: Direction_Num_16_ID_18_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 473.89051021782535
Runtime: 58.81599998474121
Gap: 0
Path: 
50.0 50.0
62.6435 29.8836
45.2868 6.0306
52.0007 6.1778
63.7799 17.5599
75.5228 31.5723
93.2925 52.7783
68.7141 69.9049
58.8827 65.4393
56.654 64.427
67.3643 75.492
69.4252 77.6211
92.7614 101.732
93.7385 102.7414
85.4768 99.2622
84.7651 99.7401
102.2302 120.1123
94.1624 114.3114
74.8986 100.4613
69.7643 96.7696
48.8158 81.7082
47.3862 82.8451
51.4755 98.2377
51.2893 112.3786
36.3189 100.4683
36.0774 100.2761
25.9296 92.2021
26.6726 93.7513
14.9925 77.9938
28.3682 67.1559
25.7312 54.4783
23.7452 44.9306
36.9732 49.6223
50.0 50.0
