Instance: Direction_Num_12_ID_8_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 439.38386135588485
Runtime: 11.880000114440918
Gap: 0
Path: 
50.0 50.0
26.4485 101.5801
15.3913 90.7232
34.0731 48.1192
22.565 32.1111
22.4989 32.0191
9.095 13.3745
33.5372 10.8082
46.5898 18.0788
43.9413 17.2627
51.4705 22.4561
56.4169 15.3533
71.938 31.7744
82.1078 47.3566
89.9745 59.4124
90.2919 59.8997
97.1385 70.3923
104.1603 91.3658
115.2306 112.0907
79.9642 98.5917
72.5362 90.7463
73.4693 87.2621
57.15 62.7591
56.0245 61.0714
47.1169 47.7006
50.0 50.0
