Instance: Direction_Num_12_ID_11_R_6
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 379.1711514446655
Runtime: 41.87999987602234
Gap: 0
Path: 
50.0 50.0
24.655 64.2032
14.4212 59.3133
16.2567 62.8944
28.1951 86.1891
28.293 95.2054
23.2419 87.7753
30.3411 69.586
21.2013 48.5984
30.8843 47.5329
57.9129 58.5105
60.0129 56.9296
84.1332 74.1863
90.3606 50.5052
109.7321 63.3084
113.1198 62.5465
99.3082 40.5936
89.3339 24.739
83.8071 15.9531
67.7132 47.9783
59.0666 44.4133
56.8768 43.5105
46.6166 39.2826
46.1516 39.0909
48.9306 46.9691
50.0 50.0
