Instance: Direction_Num_12_ID_8_R_4
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 487.65088027372116
Runtime: 3.7950000762939453
Gap: 0
Path: 
50.0 50.0
45.7829 46.2102
57.1032 60.8037
57.665 61.5273
75.6919 84.7655
13.3796 92.8341
28.3925 103.5719
66.4346 96.2098
77.371 100.0049
116.5671 113.6112
102.3793 92.2935
98.8641 69.3572
90.5671 58.6168
90.687 60.323
81.7406 48.0698
73.4209 30.4207
54.9076 13.2263
42.3316 15.9244
50.2298 25.0946
48.9852 22.9271
33.5386 8.7453
7.4 12.2282
25.205 30.5141
23.5851 29.1992
42.4952 44.3323
50.0 50.0
