Instance: Direction_Num_16_ID_11_R_4
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 546.1146793816646
Runtime: 1466.9739999771118
Gap: 0
Path: 
50.0 50.0
58.9446 56.6051
69.1729 64.1578
61.2866 63.3095
34.5554 40.9009
38.1061 31.2561
27.0284 14.4078
71.6804 5.6082
83.9506 17.8188
78.9788 30.0672
62.5667 16.2512
58.5039 26.9726
71.966 43.0316
72.0368 41.8587
83.6597 48.0441
93.5253 49.2391
105.6032 60.9784
99.0909 106.0142
84.217 98.9548
76.7615 98.5171
60.1058 92.7241
51.7984 91.6675
26.0507 78.5335
25.5993 78.6257
29.3121 86.6411
29.3865 86.8016
44.5772 108.9709
43.742 117.7571
25.1542 101.6596
29.7754 107.7658
23.3213 96.3234
29.2903 78.2998
24.3505 64.5507
50.0 50.0
