Instance: Direction_Num_16_ID_1_R_2
Steiner-visit: False
Benders Cut: Mileage
Formulation: DFJ
OFV: 580.2306057407591
Runtime: 1.5390000343322754
Gap: 0
Path: 
50.0 50.0
45.2508 44.3777
22.5159 17.4536
4.2929 28.4786
16.8131 39.3044
20.7857 42.6048
32.4369 52.2843
26.5385 42.1844
50.6809 64.1501
52.4021 65.7161
41.6288 56.7285
39.2859 76.3539
62.7427 102.3227
60.3777 88.8358
76.3502 101.3626
76.7095 97.5422
93.3228 112.417
102.9026 115.112
87.1171 99.4282
90.5762 92.8741
110.1884 107.9595
114.9934 93.1892
90.7491 68.573
85.6473 63.393
70.7497 48.263
75.9421 36.918
51.5098 15.0239
47.2337 27.7309
57.316 39.5559
54.5069 39.411
79.9431 63.6921
65.9525 68.0219
45.0083 48.2501
50.0 50.0
