Instance: Uniform_Num_12_ID_14_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 468.4287640895237
Runtime: 2.2720000743865967
Gap: 0
Path: 
50.0 50.0
34.5809 47.5495
12.0368 43.9666
18.8016 66.1659
5.5407 54.2387
5.5407 54.2387
17.1307 83.9568
42.8107 78.9772
48.5862 68.2656
96.0918 79.2879
114.0572 79.4403
117.1404 85.6562
95.6883 69.6022
90.5092 64.2202
98.2263 49.4099
107.9754 48.5896
87.465 22.9418
95.831 3.6805
64.5488 13.6167
59.1322 15.5831
34.1331 24.6672
32.0522 25.4223
43.4416 13.336
50.2001 11.8945
55.3805 31.719
50.0 50.0
