Instance: Uniform_Num_20_ID_15_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 737.3835527909415
Runtime: 106.27300000190735
Gap: 0
Path: 
50.0 50.0
52.7059 38.9524
61.4774 6.9473
53.9959 25.8857
19.8698 39.3653
31.2102 35.963
9.7211 14.5913
-10.4747 18.3686
3.6239 5.804
11.2532 -5.5003
17.2765 18.6022
22.7377 21.6311
39.264 30.8016
37.3913 33.5496
40.2699 3.8854
43.2452 9.0839
56.4143 32.086
66.7092 44.9762
91.578 40.3777
81.8672 41.2141
73.9306 59.472
88.3534 69.24
116.2971 91.6287
95.0526 96.8396
79.128 83.7851
72.3089 85.9849
86.7347 91.7011
82.2492 95.8885
62.0653 106.907
41.7638 60.7022
35.9857 47.5505
35.7412 47.9014
21.6957 68.0386
22.1245 70.3076
7.4875 66.9192
4.3092 69.9418
13.5201 91.4152
26.4313 84.1321
40.6322 75.9909
41.6041 72.5144
49.6693 43.6678
50.0 50.0
