Instance: Uniform_Num_20_ID_18_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 537.0788486673945
Runtime: 3600.044000148773
Gap: 0.2934639945602087
Path: 
50.0 50.0
34.3711 44.5207
13.6426 37.2552
6.3192 43.3325
6.6505 50.4051
3.0412 54.6638
-19.1291 60.4828
-4.8347 99.3411
9.4284 96.8481
19.7385 95.045
20.8238 81.8873
21.64 71.957
35.33 81.3295
40.0658 84.5736
62.982 78.8009
68.0139 82.7243
79.1691 91.4163
92.0806 101.4752
96.1975 92.024
96.5978 91.1076
90.7451 87.0445
91.6397 80.3314
92.2118 76.0423
92.8194 71.4881
93.8513 63.7363
98.2709 65.0527
83.6197 43.3752
81.9563 40.9183
66.9205 22.9368
64.0842 19.5409
52.0892 20.4797
48.7142 20.7468
69.6276 9.1335
86.8887 0.7466
91.2109 -8.6855
64.8925 4.6216
58.0514 14.427
55.9383 12.3721
30.4797 26.0412
30.8297 39.5213
42.8486 46.0927
50.0 50.0
