Instance: Uniform_Num_20_ID_16_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 736.5201611409891
Runtime: 187.08500003814697
Gap: 0
Path: 
50.0 50.0
29.7411 48.8281
37.295 31.207
34.5844 29.4298
-0.4773 23.3295
4.2371 19.1036
-13.0486 15.4161
-3.7865 22.3232
17.0913 17.5725
24.0071 -29.3853
39.4398 1.374
40.8416 9.512
66.8888 30.2513
74.5084 19.256
99.2188 11.7495
85.2625 22.3354
62.4209 18.2373
60.8367 22.4983
54.5472 39.4384
64.3787 49.5536
84.5474 49.3542
78.562 46.1652
63.4286 71.9034
66.5054 65.0646
67.1018 77.7784
64.1165 72.9092
76.5515 91.1777
75.6909 86.9874
51.8999 75.4529
42.0937 63.7468
23.0652 70.2823
17.1805 67.6091
7.0925 33.1387
8.4851 53.25
10.4 80.9769
9.6042 93.5108
7.3915 90.7055
-0.7102 78.8302
-2.0198 68.5002
21.5852 59.2635
47.5342 46.1697
50.0 50.0
