Instance: Uniform_Num_16_ID_17_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 577.6907388719868
Runtime: 3600.109999895096
Gap: 0.0396784977973834
Path: 
50.0 50.0
50.3247 48.8035
37.3709 61.347
35.9998 58.1804
29.9857 44.283
27.4358 38.5277
42.1991 29.2452
34.5638 20.1026
34.9979 19.2413
40.4114 8.4945
42.7602 3.8332
41.7013 1.6287
62.857 21.5706
62.8473 22.2611
29.274 9.094
22.2847 8.1826
1.0218 5.4063
9.9567 -2.0307
26.4709 6.7943
48.5829 14.4395
57.6131 42.3964
57.6131 42.3964
52.253 69.7327
29.0123 81.4555
28.4476 107.2487
73.748 91.6305
82.2119 72.6678
91.9091 91.0703
112.7102 86.1952
99.0729 32.7131
86.8387 27.4961
76.6702 28.5852
65.8865 41.5764
50.0 50.0
