Instance: Uniform_Num_16_ID_10_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 522.5506282158665
Runtime: 3600.180999994278
Gap: 0.29093213503546445
Path: 
50.0 50.0
51.8226 49.2927
58.1512 38.7469
60.8645 34.2192
69.4898 9.433
75.3039 33.4049
70.4985 44.2852
100.2526 81.1954
112.9781 96.9733
99.407 129.1123
89.0918 100.2968
48.9283 85.1683
38.9554 68.6483
33.356 60.5
18.3076 63.2556
18.3076 63.2557
9.6363 46.0118
5.8194 49.1668
-11.6014 63.5276
17.0858 70.1308
18.1269 68.0548
22.4843 59.3996
26.387 51.6385
27.3295 49.7588
30.1542 32.1148
35.2139 34.2393
38.8731 23.167
35.8237 20.0233
22.5934 11.2153
24.9639 20.2684
48.1132 17.4546
48.1141 17.4702
49.6793 44.4307
50.0 50.0
