Instance: Uniform_Num_12_ID_20_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 562.7728437425219
Runtime: 0.8299999237060547
Gap: 0
Path: 
50.0 50.0
56.6015 32.6842
86.0194 11.7923
5.7723 4.6369
-9.4127 12.035
-1.217 13.9357
11.7999 31.9507
9.2606 31.4798
-25.7241 36.9159
-10.7758 53.3516
17.2401 54.74
14.5262 80.2054
37.5629 74.2337
40.88 77.7026
28.0172 90.9546
33.1856 113.0783
55.1432 101.3531
73.3189 99.5059
93.2791 97.4769
93.0478 74.9699
92.7856 49.4618
99.1926 56.1422
65.7703 45.5128
74.0245 58.2147
54.497 53.2482
50.0 50.0
