Instance: Uniform_Num_20_ID_1_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 659.4008947723188
Runtime: 3600.0670001506805
Gap: 0.12367174151899836
Path: 
50.0 50.0
54.1513 48.6856
89.613 51.7297
95.8965 67.5304
78.1609 90.9377
69.594 88.0555
58.3106 84.2574
61.6208 73.5898
77.4397 74.7006
78.8848 75.7769
105.7319 95.736
105.7542 96.2789
88.5565 95.5737
81.9389 95.2998
48.5009 84.7845
54.912 96.122
32.8753 79.7348
31.8752 80.3305
21.3677 86.5731
30.6227 91.2529
40.6049 122.0001
36.2674 126.8879
26.2871 104.3398
26.3281 99.2054
26.3722 93.6974
26.4173 88.0664
25.2959 83.5292
25.274 83.441
19.0391 58.1812
28.9533 58.643
4.3229 44.9406
5.8988 9.3734
17.1449 18.6138
27.2592 26.9224
45.5992 22.5228
51.7334 28.1318
62.0488 10.9235
86.4286 9.5664
100.9703 31.4336
97.3208 28.82
73.9425 39.2839
50.0 50.0
