Instance: Uniform_Num_12_ID_6_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 331.2089713398185
Runtime: 128.79800009727478
Gap: 0
Path: 
50.0 50.0
23.1188 35.6664
15.1993 46.5809
23.0874 50.1385
37.7633 56.7662
39.6717 60.0027
40.7838 78.6052
51.2341 81.7409
46.6265 71.6952
48.1077 72.1217
65.6895 77.2107
64.3011 90.8851
84.3844 84.2935
81.6512 73.6979
96.8642 76.4267
101.2229 74.7541
107.5533 72.3224
110.0311 38.2875
92.4463 23.945
91.2889 40.6377
76.4664 54.3529
73.4317 49.2332
70.3977 46.7389
49.6521 50.5622
49.6672 50.5377
50.0 50.0
