Instance: Uniform_Num_20_ID_6_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: MTZ
OFV: 585.6594444485555
Runtime: 3600.087000131607
Gap: 0.28500444595135593
Path: 
50.0 50.0
67.9104 48.5191
89.7799 55.6821
90.8691 67.4066
92.2584 82.3423
94.1875 82.7899
109.1996 74.8656
102.2553 83.968
96.0683 92.0784
83.7902 99.5341
81.5148 99.5688
76.9703 113.7756
74.4599 107.7725
71.9408 101.7488
68.6028 88.6069
67.0163 82.9436
65.3383 76.9511
63.6337 70.8621
74.1874 47.264
76.7657 35.8542
59.2169 13.4495
46.0117 -4.4889
40.4423 -1.5184
34.1882 5.4616
25.9357 5.1167
20.4611 4.888
51.0206 -3.5544
78.4801 -11.141
77.94 16.5515
81.4518 18.3533
68.7359 21.8426
56.7825 25.1229
31.3792 38.1356
26.9486 40.6315
8.4351 54.4038
16.9277 61.8627
7.6175 77.84
10.1073 89.1794
10.1073 89.1794
36.6431 88.706
44.8886 64.8173
50.0 50.0
