Instance: Uniform_Num_12_ID_18_R_6
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 358.03814481863805
Runtime: 646.1380000114441
Gap: 0
Path: 
50.0 50.0
46.6906 51.0834
47.1162 50.1963
43.8074 19.4175
40.2697 15.461
33.9584 8.4003
23.3021 -3.5261
69.3101 18.0569
69.8317 31.3902
68.4761 33.4951
83.386 39.2792
85.6688 41.4189
92.4994 42.2265
95.2628 44.1203
96.8542 51.0013
98.0002 55.962
99.3063 61.6195
112.0247 47.4415
83.0998 53.546
70.1339 56.2792
55.1598 59.4361
54.0687 74.6097
52.152 101.2107
59.5606 99.5284
49.2499 68.7728
50.0 50.0
