Instance: Uniform_Num_16_ID_5_R_2
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 650.8891310938908
Runtime: 0.9069998264312744
Gap: 0
Path: 
50.0 50.0
40.5954 61.9548
42.0821 28.3206
42.3519 20.5185
71.1408 32.843
111.2206 10.2281
99.3201 4.2494
74.4297 15.2358
45.7333 12.5332
37.2683 20.9187
24.1289 33.9301
3.5377 14.3737
17.3485 44.0414
13.4519 67.6608
26.0472 68.3937
32.4118 75.1056
38.4834 110.5427
43.2238 93.6158
71.5885 112.5747
72.7671 95.4615
91.1326 98.58
82.0928 80.5408
69.9265 87.8609
66.4385 93.022
44.2833 89.8782
37.1156 89.3305
22.9236 88.2452
26.8382 82.2488
41.8697 77.9305
48.8946 69.9413
67.5969 48.6742
65.2717 62.1185
47.6582 47.0498
50.0 50.0
