Instance: Uniform_Num_16_ID_6_R_6
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 450.34721650900684
Runtime: 3600.194999933243
Gap: 0.07175856306911065
Path: 
50.0 50.0
46.6864 36.6133
70.404 44.3592
65.633 35.171
82.2423 31.1277
83.3807 30.8507
76.0061 24.6061
68.4526 19.9444
38.2095 12.5399
40.7357 10.3293
37.5777 -5.2381
17.8875 -4.8522
19.8093 4.7395
20.3557 7.4521
20.4741 8.0408
19.3663 26.2213
19.0286 31.6872
18.878 34.1273
20.641 35.6441
30.9171 44.4867
32.9345 42.3835
34.7575 52.535
23.4888 59.6626
-3.1398 76.5228
3.4011 74.5689
11.3168 72.2001
38.2034 90.4547
65.543 107.8056
78.286 90.9579
84.6263 82.5749
87.503 67.4809
63.5982 64.0001
48.1934 61.7614
50.0 50.0
