Instance: Uniform_Num_20_ID_17_R_4
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 711.530931288409
Runtime: 3600.3849999904633
Gap: 0.138823885945763
Path: 
50.0 50.0
58.725 44.6063
73.6801 46.0649
59.1267 47.2315
60.9615 33.0492
59.7956 17.2148
55.1385 8.4071
93.9306 6.0072
120.2292 -10.2039
100.5716 22.0633
120.8662 37.5979
118.7016 31.8519
97.3289 48.6229
97.137 32.3848
75.6465 51.7908
74.2958 58.9168
72.2165 69.8778
97.9007 70.1917
76.7482 95.7761
79.2999 116.9244
60.5936 90.2472
62.4673 79.4246
45.3529 78.3048
33.7596 87.6072
28.3781 94.4224
26.6791 76.9087
32.5915 57.8775
3.8751 67.9232
-10.665 52.5434
3.7441 57.7572
26.0529 57.5604
26.0687 57.5603
19.2748 54.639
16.673 47.8463
14.8626 43.1182
20.1931 41.7571
36.3847 37.6205
23.4287 28.0292
34.1632 19.2092
36.1403 20.3983
41.7671 47.1022
50.0 50.0
