Instance: Uniform_Num_16_ID_17_R_4
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 583.4796959202904
Runtime: 3600.151999950409
Gap: 0.06922330544440697
Path: 
50.0 50.0
65.8862 41.5767
76.6707 28.585
86.8394 27.4962
99.0738 32.7141
112.7102 86.1952
91.909 91.0703
82.2105 72.6679
73.7486 91.63
28.4478 107.2488
29.0115 81.4568
52.1965 69.8091
55.7326 45.6039
56.5528 39.9894
48.4743 14.3242
39.2478 10.3748
33.9184 18.3416
33.9184 18.3416
42.7632 3.711
41.7159 1.6179
63.1239 22.0909
63.1239 22.0909
30.1616 8.3385
26.5855 6.8466
9.9868 -2.0339
1.0784 5.6241
20.471 10.7472
25.9182 34.0932
42.8961 32.1964
37.5645 43.5024
37.9025 56.287
38.041 61.5424
50.3477 48.8169
50.0 50.0
