Instance: Uniform_Num_20_ID_2_R_6
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 665.1039471897315
Runtime: 3600.7509999275208
Gap: 0.25323573142821504
Path: 
50.0 50.0
49.9895 51.1222
49.7741 74.8696
49.7209 80.5853
68.5302 102.7312
81.1184 117.5457
90.0358 88.129
90.1285 84.297
90.3264 76.0217
84.5187 68.3028
72.6535 52.5271
68.6606 60.3984
81.3538 37.077
83.1977 33.6908
89.8186 21.5242
95.0806 11.856
103.1443 -2.9707
76.3984 6.1779
50.759 4.8546
34.5566 15.9671
17.5494 27.6345
13.7014 30.2755
1.7864 38.4492
-10.2459 42.8695
1.3975 30.1273
14.2492 7.7457
-10.5139 -0.6132
-2.2935 17.1308
22.2778 25.7749
21.745 29.1546
19.2472 45.011
32.1543 61.4791
33.083 75.9799
34.1189 92.1774
19.536 97.8774
16.3038 99.1404
37.4369 101.2223
55.3517 102.9903
62.3981 86.9596
68.5529 72.955
54.2178 55.2179
50.0 50.0
