Instance: Uniform_Num_20_ID_3_R_4
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 660.4371032867309
Runtime: 3600.167999982834
Gap: 0.07533238394444859
Path: 
50.0 50.0
45.5934 50.5147
63.9012 23.1976
63.9409 23.1383
65.2688 -5.629
63.9336 -6.4817
36.9964 3.6404
30.576 1.418
29.1152 -31.7519
26.3184 -5.5553
24.8085 27.3518
35.0725 27.0299
50.4266 26.549
37.8978 11.3084
10.5166 -0.4374
4.8095 -7.1636
-0.1957 -2.2004
2.1009 6.2073
3.1416 10.0185
3.1793 10.1575
7.9432 27.594
-6.8219 38.0865
9.5839 48.283
20.1446 62.6891
29.0505 74.8389
28.339 75.218
11.2726 84.2943
19.5756 86.1094
35.03 89.4877
20.9693 92.5436
3.2825 87.0976
1.9254 81.6812
-28.478 75.2726
-12.6073 75.7349
5.737 57.7707
16.8051 59.335
36.4209 62.1061
37.9 63.9477
53.756 83.6899
67.1824 87.5541
63.3731 61.02
50.0 50.0
