Instance: Uniform_Num_12_ID_13_R_6
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 444.67029224539857
Runtime: 1475.2000000476837
Gap: 0
Path: 
50.0 50.0
49.0291 52.7552
51.116 23.0817
67.5455 12.4609
55.3281 15.2915
36.6991 19.6075
9.5479 22.7192
-16.9602 77.818
0.8547 78.3837
12.0767 75.5903
22.3093 73.0427
19.104 68.7461
15.6148 90.6034
20.4632 90.7034
36.1881 76.0936
41.5875 83.428
30.6469 66.412
33.6123 66.5013
53.5476 75.3142
53.4156 72.256
52.8161 58.3586
85.7099 67.8997
90.8742 39.3722
90.8742 39.3722
76.5615 49.7616
50.0 50.0
