Instance: Uniform_Num_12_ID_4_R_4
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 465.9815956503787
Runtime: 2.3500001430511475
Gap: 0
Path: 
50.0 50.0
48.1274 44.4646
38.2014 13.7539
31.079 -22.0985
21.4709 -4.8436
14.6893 7.3411
12.8397 10.6645
1.9565 30.4904
16.2217 36.9963
24.6781 40.8524
35.5425 26.4692
43.2092 16.3188
43.3397 16.146
47.6337 26.7121
38.4815 56.3013
20.9949 59.5415
41.1544 70.958
39.0832 72.4037
18.99 86.4303
34.2556 93.0516
61.953 97.5545
84.5271 101.2237
74.1747 69.8997
90.2503 71.5972
80.5015 67.8642
50.0 50.0
