Instance: Uniform_Num_12_ID_13_R_4
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 489.81081292395277
Runtime: 0.996999979019165
Gap: 0
Path: 
50.0 50.0
48.2224 54.6513
43.138 22.8748
38.0744 22.1251
10.0675 17.9714
54.4279 14.5869
70.7008 13.3429
79.504 51.6041
92.6323 37.9393
92.86 38.9754
86.3249 69.9141
59.2068 70.3572
26.4261 70.8932
25.6934 71.7642
11.8587 76.5783
0.8495 80.4016
-18.1628 80.1704
15.3698 66.1925
14.0831 91.8895
20.7377 92.77
33.1795 68.3184
35.0107 64.6494
45.8115 84.4552
53.2463 78.7109
50.5274 54.654
50.0 50.0
