Instance: Uniform_Num_20_ID_5_R_6
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 606.5162049619075
Runtime: 3600.4379999637604
Gap: 0.21246108718036855
Path: 
50.0 50.0
48.2864 53.1967
37.6989 47.0324
41.6595 47.6737
52.8542 49.4801
55.659 49.9343
50.3518 37.2286
47.1439 35.537
63.1268 31.1875
70.6536 29.1392
92.7789 23.1159
92.9711 22.3843
96.9216 7.3579
69.251 -13.9466
58.2212 13.0143
43.5617 8.2215
29.219 -12.0496
-0.0404 10.2022
-21.4568 16.616
-2.869 26.292
14.173 35.1632
14.2693 47.1253
14.3821 61.1388
14.4819 73.5497
18.3678 94.2358
20.8417 107.4001
15.3667 113.6606
4.9882 111.1415
5.1278 109.0522
5.8837 97.7423
11.0911 89.5172
33.9577 72.2993
54.2506 74.1115
67.5984 74.5726
100.0065 75.6913
95.4835 71.978
85.1402 63.4878
74.3308 77.8219
61.871 62.9064
60.5203 61.2893
49.4302 48.0112
50.0 50.0
