Instance: Uniform_Num_12_ID_13_R_2
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 542.148085787235
Runtime: 0.44700002670288086
Gap: 0
Path: 
50.0 50.0
50.6178 53.5904
55.0776 79.5159
45.5213 86.4419
35.2793 62.621
34.8251 69.5772
21.6893 94.5294
12.6043 93.2424
16.4673 64.518
-20.1175 80.5998
1.2484 82.3647
12.8319 78.4642
26.3141 73.9238
26.1177 68.7007
59.4186 70.2621
87.6182 71.4402
93.924 36.0796
94.9062 38.5326
79.0699 53.5618
71.8572 11.7103
55.2322 13.3284
8.068 17.92
37.6531 23.5211
44.8 21.6663
48.0092 56.6399
50.0 50.0
