Instance: Uniform_Num_12_ID_12_R_6
Steiner-visit: True
Benders Cut: Boundary
Formulation: DFJ
OFV: 403.0416652367769
Runtime: 194.5789999961853
Gap: 0
Path: 
50.0 50.0
51.6891 37.386
26.9365 35.3808
29.8312 37.5282
35.9234 42.0489
19.1852 24.6786
8.4727 27.5085
-6.7671 38.0639
2.7414 41.8949
11.9704 45.6137
24.7239 63.2894
38.5341 82.4359
72.9384 88.0319
76.6332 88.6329
87.6984 64.138
77.2734 58.118
77.0204 28.1748
76.8036 8.5795
54.8254 14.0748
55.2338 10.8802
55.9986 4.8976
50.0347 13.119
63.8608 39.3767
62.3992 42.3825
53.1919 61.3136
50.0 50.0
