Instance: Poly_Num_16_ID_20_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 466.25326132918696
Runtime: 900.4859998226166
Gap: 0
Path: 
50 50
57.7627 55.1582
68.1516 48.0574
95.776 29.6286
85.0283 23.9375
76.6652 35.058
86.2058 49.8679
86.957 57.1014
88.0796 67.9197
71.5429 69.5097
64.5657 65.5553
55.5413 85.5156
50.6346 96.3682
5.9697 107.0532
5.0764 89.4537
8.367 86.6489
20.3681 76.4174
15.9105 66.5972
30.5617 47.8905
34.0268 43.4675
16.6964 46.9992
9.4948 53.3316
2.6599 59.3413
-0.6701 53.7361
4.6815 41.0918
15.5825 6.4967
23.9958 5.884
35.8989 5.0188
36.5634 6.9669
39.7888 10.4547
54.4772 26.3386
55.6434 32.5929
54.9544 42.8029
50 50
