Instance: Direction_Num_12_ID_5_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 510.85363195986054
Runtime: 9.286999940872192
Gap: 0
Path: 
50.0 50.0
50.1613 60.2534
33.9588 47.2288
18.8078 87.6227
39.3793 111.1583
117.547 93.4548
98.8266 72.2232
105.2132 36.9808
89.8957 20.8193
82.5516 27.7701
63.7537 10.6169
59.6013 32.6751
41.7916 17.5903
19.4734 17.1153
21.144 17.6407
35.9064 32.3537
40.2576 36.6903
40.5107 36.9426
44.8704 41.2877
58.3427 54.7149
60.8276 57.1911
62.7941 55.4797
83.4004 74.7579
83.4401 77.8443
60.0897 58.4007
50.0 50.0
