Instance: Direction_Num_16_ID_15_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 651.8250743131752
Runtime: 4.388999938964844
Gap: 0
Path: 
50.0 50.0
50.4681 49.9396
41.7533 39.4636
41.1375 38.7233
21.6438 15.2933
18.3874 20.8486
39.4703 49.67
41.1456 67.6433
21.0415 45.9053
21.2838 44.6054
1.8041 25.634
3.4865 40.0051
24.4274 63.7011
33.3501 54.863
37.9509 57.497
57.5871 74.1824
64.0303 79.6545
51.9216 98.0993
77.1456 120.1451
107.6391 104.5965
83.8273 76.4762
89.4097 68.3074
113.1403 87.1365
111.9204 82.1628
88.4649 54.7279
98.1709 21.2299
83.6684 6.4798
64.8463 19.1308
41.7238 1.6235
49.9456 11.2885
59.2247 22.1989
62.6108 26.1797
73.2425 38.68
50.0 50.0
