Instance: Direction_Num_16_ID_7_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 429.84157623136264
Runtime: 99.01800012588501
Gap: 0
Path: 
50.0 50.0
52.9791 53.1598
42.7313 46.0474
11.4713 48.2651
22.4847 57.6227
35.1896 69.5574
48.9188 77.3008
62.5599 68.8573
67.4757 74.0207
73.1215 79.9538
73.3902 80.2535
83.0877 89.2127
93.2718 98.6186
97.2877 99.922
100.0655 100.8232
107.9461 90.7993
98.1648 75.0414
92.6457 66.1528
85.9747 55.4083
92.2616 56.6177
95.8457 60.0188
110.2789 73.7133
113.3367 77.3435
117.9402 61.9607
98.3603 45.0497
89.2606 37.1947
81.019 30.0806
67.1214 18.0819
60.0641 12.0416
54.196 7.0176
47.3563 3.3201
55.2489 37.2976
65.2827 53.5643
50.0 50.0
