Instance: Direction_Num_12_ID_4_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 446.0888385371052
Runtime: 39.99499988555908
Gap: 0
Path: 
50.0 50.0
51.1692 45.2312
52.6174 47.5152
60.6934 55.9814
64.6455 60.1254
93.221 46.2409
113.4783 68.5619
122.6506 110.2851
112.4323 104.3607
98.4987 96.2854
96.2936 95.0057
82.553 101.6459
64.4797 94.8214
54.5612 92.8796
33.3021 82.0117
22.1201 76.2919
12.5287 71.3844
13.8176 80.0665
33.8788 105.0246
28.3752 70.2662
16.6469 46.0226
5.6351 14.0163
6.4166 14.0417
16.1028 22.0343
29.2292 32.8651
50.0 50.0
