Instance: Direction_Num_12_ID_5_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 394.44120769255346
Runtime: 3600.0729999542236
Gap: 0.05761548842705608
Path: 
50.0 50.0
22.838 87.8231
38.2344 107.083
62.9558 61.7369
64.2818 59.3017
81.0602 70.3389
87.3522 74.4843
94.1304 78.0513
115.6893 89.3948
101.913 39.3736
87.3826 24.243
84.1801 23.9901
65.0696 14.3944
58.1563 28.9446
41.0064 21.5312
26.2953 20.1434
22.691 19.7989
30.4334 30.7338
34.2521 36.125
36.6228 39.4703
37.9977 41.4095
42.1803 45.5215
52.5515 55.7161
53.3688 56.5204
55.366 56.5623
50.0 50.0
