Instance: Direction_Num_12_ID_20_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 329.975992338389
Runtime: 13.235000133514404
Gap: 0
Path: 
50.0 50.0
64.7271 34.9793
71.8733 38.0868
87.0022 55.3535
91.7186 60.7356
88.4992 71.0098
88.5849 71.462
93.3675 84.0087
97.7331 95.455
97.3746 106.8745
91.0491 102.3589
81.9711 95.8844
80.1818 94.6052
74.2608 90.3763
64.3311 83.2937
36.2569 95.1855
24.7026 89.0879
14.0463 83.4627
6.074 78.1676
23.5375 69.9383
20.3557 64.5277
19.7596 63.5142
6.6298 41.1319
23.9452 21.8798
42.4612 41.8585
50.0 50.0
