Instance: Direction_Num_12_ID_7_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 436.60205588810027
Runtime: 5.065999984741211
Gap: 0
Path: 
50.0 50.0
23.143 44.2427
8.1147 33.3789
15.2245 52.2518
17.3882 55.0301
28.6558 69.4941
28.8941 69.9343
40.5289 91.4337
44.2063 95.5881
54.3162 107.0061
59.528 112.8924
85.2068 89.0592
110.8547 110.2877
120.9219 98.4264
97.0381 74.7816
111.4115 81.8775
97.0396 68.6125
90.8961 62.9404
79.671 52.5785
86.6014 68.3907
86.7087 68.6346
63.8416 47.0322
63.1113 44.2187
80.4185 37.8793
67.0947 25.5984
50.0 50.0
