Instance: Direction_Num_16_ID_19_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 490.66602819762755
Runtime: 3600.0780000686646
Gap: 0.28248645659555
Path: 
50.0 50.0
56.1621 56.0492
46.6499 49.4201
33.1863 40.0421
33.1863 40.0421
39.9009 57.7442
38.1591 55.3071
31.9065 46.5639
28.8722 42.3193
18.0065 27.1298
6.4497 10.9744
9.0954 75.5844
22.0131 86.1183
32.7257 88.7328
48.3678 95.8008
49.3033 96.2228
51.4753 98.1569
53.1866 99.6806
70.9292 115.4787
73.9889 118.2029
76.3657 120.3191
77.8937 118.1545
69.4393 98.2863
66.4352 91.2324
59.9729 76.0528
62.9636 76.3874
83.2295 91.3066
96.4605 101.0519
116.3955 115.7342
120.1284 110.9908
103.2204 80.8245
94.3158 60.9445
81.9301 47.1022
50.0 50.0
