Instance: Direction_Num_12_ID_6_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 406.7136442420464
Runtime: 186.08399987220764
Gap: 0
Path: 
50.0 50.0
8.7341 64.1824
22.1585 75.6599
42.3781 64.4091
60.5875 77.637
62.6878 79.1633
80.1392 91.8407
87.247 97.0056
92.3165 100.6893
109.0828 112.8687
111.8346 114.8686
94.5528 75.5817
82.9948 55.7237
74.92 41.8511
66.2891 27.023
80.0615 28.8749
60.8294 13.558
34.72 11.4116
23.0907 7.3276
21.6154 20.034
21.7935 24.7221
26.6553 33.1017
38.7128 48.4444
41.1963 51.6077
41.8915 52.4937
50.0 50.0
