Instance: Direction_Num_16_ID_15_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 559.9169546017828
Runtime: 280.7869999408722
Gap: 0
Path: 
50.0 50.0
43.6491 45.6938
15.2501 24.7841
4.6097 25.3848
19.5406 42.3623
5.3133 42.449
22.7155 62.0537
21.2289 49.8589
30.6493 56.0491
41.2294 65.5373
40.792 59.4845
56.6699 74.8578
62.0759 80.0933
53.8702 97.626
75.6852 118.3189
83.1653 80.3505
108.1977 101.2439
110.2274 88.5765
110.0119 82.7985
92.6382 64.4454
90.5087 55.0487
96.2763 21.8814
83.7831 8.4891
66.1372 25.8269
72.7567 35.923
61.9645 23.9613
58.6453 20.9811
49.1886 12.494
39.9924 4.2404
25.4086 14.0526
41.0085 36.8618
42.7062 39.3421
49.5354 49.3215
50.0 50.0
