Instance: Direction_Num_16_ID_16_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 581.0909971148462
Runtime: 12.38700008392334
Gap: 0
Path: 
50.0 50.0
52.4854 50.6843
30.1761 28.9014
37.374 15.326
28.7641 5.5872
26.199 7.9329
43.8654 26.2558
57.4472 40.3419
69.2905 52.6242
80.979 53.8921
73.8762 42.3667
82.7041 23.0601
107.8107 43.9437
90.4857 44.3804
106.4132 61.3158
115.6352 98.6885
91.1969 77.0367
87.0015 74.0636
66.3293 59.411
59.4312 60.031
66.2566 68.4932
75.99 78.4935
91.3485 94.2734
72.3934 103.6814
65.9341 98.5169
51.249 86.7759
37.1668 75.518
31.2006 76.834
58.5372 100.1423
64.5256 82.3897
61.9362 78.4013
42.8989 57.4737
38.2667 54.0442
50.0 50.0
