Instance: Direction_Num_16_ID_13_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 478.4914527917079
Runtime: 73.81500005722046
Gap: 0
Path: 
50.0 50.0
48.2797 47.3442
34.7348 26.4229
33.2447 24.1227
22.5 6.9183
52.4371 21.3075
81.2979 39.197
91.0659 35.4071
88.4136 27.569
78.1238 17.4913
76.8512 16.2453
71.9012 9.0463
68.0726 3.4817
80.3941 3.9738
91.1506 13.4352
101.9526 22.9363
107.522 33.016
92.7459 64.2485
108.6428 91.2115
104.0637 107.3704
99.8386 104.9074
91.4193 100.0015
85.8529 96.7568
78.5673 93.1959
71.4692 89.7254
55.0049 78.6551
49.3323 77.9383
28.6199 86.1592
30.8167 88.5412
40.0107 98.5139
46.6703 105.7367
50.531 95.2293
37.6757 74.6136
50.0 50.0
