Instance: Direction_Num_12_ID_8_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 532.5262769206514
Runtime: 2.7679998874664307
Gap: 0
Path: 
50.0 50.0
41.1749 45.8432
28.1402 33.2909
21.0213 26.4361
5.5291 11.5161
34.1761 6.8489
50.387 21.4456
51.581 26.6049
40.4659 15.1894
55.4869 11.3108
74.935 29.0889
80.0767 49.1916
91.1851 62.2815
90.0351 56.6685
100.8335 68.823
118.6006 114.4094
98.1844 95.6851
76.9677 101.6087
66.3961 94.1936
27.9222 105.5169
11.4203 92.4191
77.552 85.5014
59.0433 61.4679
56.3199 58.3447
44.4444 44.7234
50.0 50.0
