Instance: Direction_Num_16_ID_1_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 545.47130626532
Runtime: 8.381999969482422
Gap: 0
Path: 
50.0 50.0
44.9987 48.2657
65.0496 68.0214
75.9622 37.0049
51.5105 15.0237
47.2464 27.8034
54.1618 37.2879
58.9116 41.6531
67.788 49.8099
81.9787 62.8516
84.5392 65.2042
90.0906 70.3052
115.005 93.2359
110.19 107.959
90.5758 92.8741
87.1171 99.4282
102.9024 115.1122
93.3226 112.4169
76.7098 97.5421
76.35 101.3626
60.3773 88.836
62.7319 102.328
39.3749 77.1025
51.9121 66.9389
49.8126 64.8943
40.1789 55.5117
26.5143 42.2037
32.4345 52.2863
20.7881 42.6086
16.8129 39.3041
4.2929 28.4786
22.5157 17.4535
45.0863 44.1804
50.0 50.0
