Instance: Direction_Num_12_ID_2_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 598.0440968852005
Runtime: 4.552000045776367
Gap: 0
Path: 
50.0 50.0
71.0006 42.4281
57.9604 25.4587
52.576 5.8921
69.6403 17.7412
96.2437 9.0574
108.7138 22.3417
90.9166 19.4785
115.7869 44.8238
94.5493 60.2567
118.1291 86.3245
94.6543 101.0118
82.2724 91.7285
81.8087 98.4625
99.9001 121.0362
57.7251 111.8365
37.2109 94.49
30.6215 88.9177
7.9109 67.5475
19.1835 34.4719
37.9931 49.7274
37.6728 43.5538
60.1022 64.5645
83.647 74.5944
58.2609 54.7876
50.0 50.0
