Instance: Direction_Num_12_ID_16_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 388.15917177795194
Runtime: 23.766000032424927
Gap: 0
Path: 
50.0 50.0
52.7237 42.3788
55.4573 43.3947
82.1698 57.2838
85.663 58.0328
116.8325 44.0786
115.3248 42.6631
95.7044 24.2499
95.6213 24.1719
83.8096 37.8011
73.6087 29.986
64.1569 22.7431
52.6056 13.8958
33.6908 18.6543
17.6017 10.6861
16.0098 75.8506
25.7496 93.0379
32.18 101.5091
36.2854 106.9062
37.6352 85.8811
45.8915 87.7803
50.3273 88.802
56.8689 90.3074
59.7041 83.8785
54.6315 66.1715
50.0 50.0
