Instance: Direction_Num_12_ID_5_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 446.1290814630957
Runtime: 1211.289999961853
Gap: 0
Path: 
50.0 50.0
36.7996 47.4554
47.0526 61.7332
20.8363 88.1528
38.2838 109.0884
62.3939 59.9719
63.658 57.3934
85.7837 75.9353
87.9566 76.0703
95.6274 76.5522
117.1304 90.8112
103.618 38.3246
89.2049 22.75
82.915 25.7849
64.4079 12.507
58.8845 30.8076
41.274 19.5275
24.1765 18.612
21.1388 18.4511
33.1565 30.9099
38.7107 36.6642
40.6402 38.6618
45.9134 44.1241
55.1641 53.7163
57.8253 56.472
50.0 50.0
